Unnamed: 0,Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd,Open,High,Low,Close,Volume,Market Cap
1275,2013-05-08,113.95001,11129525.0,1268209485.05,8755455.5258,7443.0,0.153979337423,0.0,345.0,7.93333333333,81.6459234846,10076292.8834,469929.84124,49.35342081,1.2646612906,9.922714610529999,95352.0,47359.0,17409213.0,25395.0,24770.0,806731.7210560002,326095.0,37158553.0,109.6,115.78,109.6,113.57,-,"1,219,450,000"
1276,2013-05-09,109.56154,11133675.0,1219822578.86,4178571.9885,7473.0,0.185624319277,0.0,430.0,6.783333333330001,83.1486091929,10076292.8834,462130.57572,68.44017033,2.50721371402,6.96294373542,70728.0,66370.0,17475583.0,25416.0,25563.0,693721.255125,168235.0,18432038.0,113.2,113.46,109.26,112.67,-,"1,259,980,000"
1277,2013-05-10,117.68,11137850.0,1310702188.0,11305377.519,7505.0,0.196190101796,0.0,451.0,6.68333333333,83.64950442899999,10076292.8834,498374.8,60.18777245,2.12635990606,7.335837614260001,72244.0,67937.0,17543520.0,25530.0,27758.0,914238.402404,199167.0,23437933.0,112.8,122.0,111.55,117.2,-,"1,255,970,000"
1278,2013-05-11,115.4,11142225.0,1285812765.0,4114061.0856,7538.0,0.192913994286,0.0,417.0,6.833333333330001,87.6566663178,10076292.8834,512145.2,63.69813949,2.12766716318,7.27375656867,67240.0,70410.0,17613930.0,21238.0,23912.0,706784.944378,208585.0,24070739.0,117.7,118.68,113.01,115.24,-,"1,311,050,000"
1279,2013-05-12,114.32,11146675.0,1274287886.0,3081213.9625,7570.0,0.181253988764,0.0,378.0,6.81666666667,89.15935202610001,10076292.8834,515468.88,59.03344042,2.11273362929,7.43607732256,61435.0,69320.0,17683250.0,19684.0,22304.0,613817.456838,213420.0,24398195.0,115.64,117.45,113.44,115.0,-,"1,288,630,000"
1280,2013-05-13,117.50298,11151175.0,1310296293.0,3968798.3286,7599.0,0.164610788889,0.0,353.0,6.61666666667,100.10188526799999,11187257.4614,535813.5888,60.08625448,1.73008536575,8.61575154848,65440.0,62190.0,17745440.0,23179.0,26175.0,995953.369658,263571.0,30970356.0,114.82,118.7,114.5,117.98,-,"1,279,980,000"
1281,2013-05-14,119.0,11154850.0,1327427150.0,12283271.0667,7628.0,0.201062353741,0.0,305.0,8.75,81.7498729686,11187257.4614,443751.0,54.66430818,1.87437801071,7.011724366769999,68323.0,63287.0,17808727.0,26812.0,28026.0,778189.97234,198946.0,23674574.0,117.98,119.8,110.25,111.5,-,"1,315,720,000"
1282,2013-05-15,114.98499,11158525.0,1283062885.54,15504137.656,7659.0,0.212222204082,0.0,362.0,7.766666666669999,81.7498729686,11187257.4614,428204.10276,49.64959569,1.29512526771,6.447788811490001,70212.0,66411.0,17875138.0,28149.0,29067.0,825250.5734979998,287540.0,33062756.0,111.4,115.81,103.5,114.22,-,"1,242,760,000"
1283,2013-05-16,115.09024,11162150.0,1284654522.42,6501368.4656,7689.0,0.209041110345,0.0,366.0,7.88333333333,80.63762979890001,11187257.4614,423762.26368,57.87351884,1.7106373307,6.99936018499,67246.0,60543.0,17935681.0,26773.0,26163.0,708868.277621,215241.0,24772186.0,114.22,118.76,112.2,118.76,-,"1,274,620,000"
1284,2013-05-17,124.49,11166175.0,1390077125.75,11635707.49,7718.0,0.180884925466,0.0,325.0,7.55,89.53557515610001,11187257.4614,512027.37,88.4985171,2.29586530081,8.40822664871,64560.0,60896.0,17996577.0,26882.0,27892.0,751659.735726,179148.0,22302152.0,118.21,125.3,116.57,123.02,-,"1,319,590,000"
1285,2013-05-18,123.74995,11169850.0,1382268379.01,3592511.0812,7742.0,0.16672119047599998,0.0,340.0,8.191666666669999,81.7498729686,11187257.4614,459607.3143,39.44980994,1.72426430539,8.84166277365,55716.0,51982.0,18048559.0,22985.0,25000.0,890106.5198110002,215396.0,26655270.0,123.5,125.25,122.3,123.5,-,"1,379,140,000"
1286,2013-05-19,121.05628,11173700.0,1352646555.84,3417224.632,7764.0,0.144291915584,0.0,340.0,8.73333333333,85.64272406229999,11187257.4614,471151.04176000005,42.20084266,3.3757895228099994,10.0053311055,51111.0,47090.0,18095649.0,19778.0,21389.0,465511.572902,115292.0,13956766.0,123.21,124.5,119.57,121.99,-,"1,376,370,000"
1287,2013-05-20,122.65001,11177150.0,1370877559.27,2925957.2895,7786.0,0.166632369565,0.0,324.0,8.88333333333,76.7447787052,11187257.4614,429152.38499,49.07464086,2.91455355728,8.56711286986,56966.0,50093.0,18145742.0,22790.0,24621.0,469681.090151,120053.0,14724464.0,122.5,123.62,120.12,122.0,-,"1,368,910,000"
1288,2013-05-21,122.5,11180875.0,1369657187.5,2506085.6166,7812.0,0.179611758389,0.0,247.0,8.566666666669999,82.8621161382,11187257.4614,461457.5,42.99289632,2.52868732683,8.44170752232,63976.0,54664.0,18200406.0,25688.0,27550.0,669674.33826,148971.0,18248895.0,122.02,123.0,121.21,122.88,-,"1,363,940,000"
1289,2013-05-22,122.64,11185025.0,1371731466.0,3576167.8848,7838.0,0.157968626506,0.0,304.0,8.03333333333,92.3161830802,11187257.4614,515701.2,55.07809707,3.04224438644,9.553383597929999,65369.0,53981.0,18254387.0,26186.0,26379.0,761102.617926,138220.0,16951340.0,122.89,124.0,122.0,123.89,-,"1,374,130,000"
1290,2013-05-23,125.67,11189050.0,1406127913.5,4350902.206,7864.0,0.162886937888,0.0,340.0,7.733333333330001,89.53557515610001,11187257.4614,512482.26,53.41115964,2.96417485607,9.34777214359,65171.0,54824.0,18309211.0,27539.0,26529.0,669637.355513,137576.0,17289205.0,123.8,126.93,123.1,126.7,-,"1,384,780,000"
1291,2013-05-24,131.5,11193100.0,1471892650.0,8849327.648,7890.0,0.162237777778,0.0,326.0,7.966666666669999,90.0916967409,11187257.4614,537966.5,41.98819177,2.93058599861,9.76239429463,67558.0,55106.0,18364317.0,28073.0,27073.0,733232.760889,139597.0,18356960.0,126.3,133.85,125.72,133.2,-,"1,413,300,000"
1292,2013-05-25,132.69,11197400.0,1485783006.0,3257942.661000001,7916.0,0.1556465,0.0,338.0,7.68333333333,103.91369215799999,12153411.7098,577864.95,55.98522589,1.7874988931400002,10.3493257038,60147.0,55836.0,18420153.0,23552.0,24840.0,865063.361449,243637.0,32328129.0,133.1,133.22,128.9,131.98,-,"1,489,950,000"
1293,2013-05-26,134.04701,11201425.0,1501517528.99,4004846.9424,7937.0,0.132647503106,0.0,309.0,9.46666666667,97.26804905510001,12153411.7098,543560.62555,30.67004412,5.8321332467,13.630247136300001,52307.0,39879.0,18460032.0,21292.0,21432.0,391310.153811,69529.0,9320100.0,131.99,136.0,130.62,133.48,-,"1,478,030,000"
1294,2013-05-27,132.60997,11205725.0,1485990856.08,7607801.6910000015,7962.0,0.149877023256,0.0,264.0,7.61666666667,103.91369215799999,12153411.7098,576455.53959,47.80327835,4.78672439882,11.005890745699999,59395.0,52377.0,18512409.0,23700.0,23397.0,504337.019136,90814.0,12042798.0,133.5,135.47,124.7,129.75,-,"1,495,520,000"
1295,2013-05-28,128.321,11209775.0,1438449537.78,4089359.7098,7987.0,0.160390160494,0.0,250.0,7.61666666667,97.87219842809999,12153411.7098,526629.384,54.56592486,2.40750544798,9.551115093039998,56871.0,55138.0,18567547.0,23738.0,24808.0,790756.391391,170467.0,21874484.0,129.77,130.58,125.6,129.0,-,"1,454,310,000"
1296,2013-05-29,129.97994,11213975.0,1457591797.66,4158931.1309,8013.0,0.15746489285700002,0.0,249.0,7.766666666669999,101.49709466600001,12153411.7098,552544.72494,51.94317506,2.81231631283,10.061084960399999,66689.0,54919.0,18622466.0,28087.0,27286.0,771923.007658,151157.0,19647318.0,129.0,132.59,127.66,132.3,-,"1,446,190,000"
1297,2013-05-30,130.99589,11218200.0,1469538093.2,4862725.4473,8040.0,0.165432449704,0.0,286.0,7.783333333330001,102.101244039,12153411.7098,559483.4461899999,46.71194711,2.7977710904400004,9.786311810219999,63212.0,57170.0,18679636.0,26318.0,26819.0,630011.588855,152657.0,19997470.0,132.25,132.25,127.0,128.8,-,"1,483,180,000"
1298,2013-05-31,127.34072,11222850.0,1429125799.45,3082378.1955,8067.0,0.14865483871,0.0,272.0,7.05,112.37178338,12153411.7098,598246.70256,48.95769767,2.76667265799,10.383343213,62386.0,57616.0,18737252.0,26691.0,25802.0,738730.7190899998,169807.0,21623328.0,128.8,129.9,126.4,129.0,-,"1,445,050,000"
1299,2013-06-01,129.19945,11227800.0,1450625584.71,1443343.6919999996,8092.0,0.128308126263,0.0,314.0,6.56666666667,119.62157585700001,12153411.7098,644576.05605,39.3619438,5.20020053706,12.3034177524,59033.0,52390.0,18789642.0,24158.0,24682.0,499558.632543,95939.0,12395215.0,128.81,129.78,127.2,129.3,-,"1,445,800,000"
1300,2013-06-02,120.60293,11232900.0,1354720652.4,15111857.1422,8116.0,0.122370509804,0.0,337.0,6.9,123.246472095,12153411.7098,620381.4719199999,44.65643906,4.51771673804,12.1617194707,50677.0,51011.0,18840653.0,22684.0,24166.0,437429.079839,113863.0,13732191.0,129.3,129.4,115.05,122.29,-,"1,451,930,000"
1301,2013-06-03,120.00002,11238125.0,1348575224.76,5095106.6568,8141.0,0.122037995215,0.0,285.0,6.2,126.26721896,12153411.7098,632880.10548,49.50440017,2.92612962367,12.159547061900001,58321.0,52048.0,18892701.0,24959.0,25241.0,643729.254666,180238.0,21628574.0,122.5,122.5,116.0,122.22,-,"1,376,180,000"
1302,2013-06-04,120.56663,11243375.0,1355575833.58,4027833.069,8169.0,0.134134280952,0.0,276.0,6.45,126.87136833299999,12153411.7098,640691.07182,64.89014237,2.4202601497,10.6572253205,63518.0,60118.0,18952819.0,27841.0,26266.0,730847.337379,219563.0,26471992.0,120.74,123.84,119.1,121.42,-,"1,357,020,000"
1303,2013-06-05,122.4051,11248425.0,1376864586.97,2955707.7165,8195.0,0.13327011881200002,0.0,235.0,6.06666666667,156.70356208200002,15605632.6813,625490.061,60.62469501,3.0287626178500004,11.383516133699999,67477.0,54947.0,19007766.0,25027.0,25810.0,674394.727126,168716.0,20651670.0,121.4,123.47,119.9,121.65,-,"1,365,110,000"
1304,2013-06-06,120.68998,11252875.0,1358109258.69,3469280.9151,8221.0,0.14891394943800002,0.0,290.0,8.23333333333,138.08531708200002,15605632.6813,542260.08014,43.37307063,2.7925685591,9.69741550377,60098.0,55918.0,19063684.0,26401.0,26347.0,762431.292358,160891.0,19417968.0,121.9,123.1,117.25,118.0,-,"1,371,300,000"
1305,2013-06-07,110.29501,11256900.0,1241579898.07,10381120.9005,8247.0,0.161852807453,0.0,232.0,7.716666666669999,124.897393541,15605632.6813,448349.21565,40.4846895,1.72243096571,8.25218044303,60504.0,54331.0,19118015.0,26978.0,26028.0,716027.7694989998,236004.0,26030025.0,118.97,119.0,106.42,111.5,-,"1,338,880,000"
1306,2013-06-08,107.8,11261100.0,1213946580.0,2949717.4382,8269.0,0.132591577381,0.0,224.0,6.7,130.327714999,15605632.6813,457611.0,45.68561726,3.05383320886,9.53892814708,51054.0,47973.0,19165988.0,23662.0,23477.0,428601.405288,139006.0,14984807.0,111.0,111.42,107.3,108.3,-,"1,249,630,000"
1307,2013-06-09,98.47045,11265275.0,1109296698.62,19289688.88,8290.0,0.130462568862,0.0,279.0,7.666666666669999,129.55195479100001,15605632.6813,414659.06495,36.50155661,1.83084892033,8.9681221738,45062.0,46237.0,19212225.0,20904.0,20537.0,642064.629145,230003.0,22648459.0,107.89,108.99,88.5,100.0,-,"1,215,130,000"
1308,2013-06-10,104.96851,11269775.0,1182971489.79,8904894.1636,8309.0,0.109047827778,0.0,235.0,7.05,139.636837499,15605632.6813,475927.22434,34.19488951,2.82739337401,11.223110511199998,48672.0,42406.0,19254631.0,20896.0,22061.0,491518.550798,160360.0,16832721.0,100.44,110.1,95.0,106.35,-,"1,131,570,000"
1309,2013-06-11,108.0,11274175.0,1217610900.0,2667019.4964,8332.0,0.130823715909,0.0,214.0,7.266666666669999,136.533796666,15605632.6813,480276.0,47.23966648,3.0762894640400003,9.37892516794,57169.0,51208.0,19305839.0,23454.0,24000.0,569521.547653,144557.0,15612185.0,106.35,109.6,104.0,108.9,-,"1,198,640,000"
1310,2013-06-12,108.16201,11279175.0,1219978239.14,3196397.666,8353.0,0.10893709,0.0,281.0,6.43333333333,155.152041666,15605632.6813,545461.0164300001,43.47723521,2.89122216633,11.7513199136,52722.0,46417.0,19352256.0,21852.0,23534.0,600093.8836460001,174425.0,18866105.0,109.0,111.79,106.73,108.15,-,"1,229,000,000"
1311,2013-06-13,109.0,11284000.0,1229956000.0,4592100.0292,8373.0,0.104501145078,0.0,322.0,5.88333333333,149.721720207,15605632.6813,530067.0,38.93851606,3.62956030457,12.2411666898,53645.0,43302.0,19395558.0,22741.0,24381.0,533607.001973,133983.0,14604166.0,108.78,110.3,100.53,104.0,-,"1,227,030,000"
1312,2013-06-14,100.0,11288300.0,1128830000.0,5204513.424,8395.0,0.130880860465,0.0,375.0,7.766666666669999,133.43075583200002,15605632.6813,433800.0,38.16991619,2.25656976348,9.014213282350001,60855.0,48124.0,19443682.0,26342.0,23585.0,741296.841692,192239.0,19223868.0,103.95,104.7,98.0,99.98,-,"1,173,060,000"
1313,2013-06-15,101.96998,11292700.0,1151516393.15,2947662.7152,8414.0,0.109659568182,0.0,338.0,7.4,136.533796666,15605632.6813,452440.80126,37.25196643,3.16651632198,10.8940502579,52008.0,41531.0,19485213.0,21840.0,21033.0,509157.724804,140122.0,14288283.0,100.0,103.7,98.0,99.99,-,"1,128,950,000"
1314,2013-06-16,100.0,11297375.0,1129737500.0,1339124.8424,8432.0,0.0980069144385,0.0,306.0,6.516666666669999,145.067158957,15605632.6813,470400.0,29.0746919,4.5473630268,11.737698373099999,37955.0,40076.0,19525289.0,17372.0,19852.0,458689.591168,103445.0,10344457.0,99.8,101.6,98.95,99.51,-,"1,127,120,000"
1315,2013-06-17,100.52521,11301225.0,1136058016.38,2214316.1064,8451.0,0.127332474026,0.0,247.0,7.8,148.049400446,19339258.2724,390540.44085,35.05299427,3.2569740336,8.998835015780001,45693.0,43399.0,19568688.0,20835.0,20885.0,557268.802313,119282.0,11990898.0,99.9,102.21,99.0,101.7,-,"1,128,720,000"
1316,2013-06-18,107.38999,11304875.0,1214030413.2,8427353.5444,8472.0,0.147116239726,0.0,230.0,8.9,140.358522501,19339258.2724,395839.50314,36.99237474,2.53635280602,8.4176396202,48967.0,47025.0,19615713.0,23077.0,23174.0,600799.737558,145327.0,15606642.0,101.95,111.11,101.03,107.4,-,"1,152,250,000"
1317,2013-06-19,107.835,11308000.0,1219398180.0,2898261.579,8493.0,0.17122970399999998,0.0,286.0,12.1,120.169967895,19339258.2724,340866.435,36.13715542,2.27120602063,7.26747617423,55778.0,46903.0,19662616.0,25385.0,24698.0,639946.24255,139177.0,15008169.0,107.05,110.22,105.75,108.25,-,"1,210,260,000"
1318,2013-06-20,111.97,11311650.0,1266565450.5,6193938.1224,8515.0,0.155911547945,0.0,308.0,10.6666666667,140.358522501,19339258.2724,415632.64,62.60148592,2.49643202948,8.40680906149,54530.0,49440.0,19712056.0,26140.0,23576.0,664640.982155,148692.0,16649067.0,108.25,114.3,107.5,110.15,-,"1,224,210,000"
1319,2013-06-21,111.0,11315975.0,1256073225.0,6143518.4052,8540.0,0.146934861272,0.0,241.0,9.43333333333,166.315235566,19339258.2724,486180.0,55.51629176,2.39147894224,9.17424614107,58295.0,52994.0,19765050.0,26165.0,25085.0,808002.230281,183150.0,20329679.0,111.29,114.99,107.69,109.5,-,"1,259,000,000"
1320,2013-06-22,109.09,11320275.0,1234928799.75,1636878.477,8560.0,0.116584616279,0.0,281.0,7.95,165.35387582299998,19339258.2724,473996.05,45.58428107,4.07056346173,11.1342474924,49708.0,42571.0,19807621.0,21857.0,21186.0,453784.512603,106742.0,11644483.0,109.5,109.96,107.51,108.3,-,"1,239,210,000"
1321,2013-06-23,107.68389,11324675.0,1219485056.99,1807671.082,8578.0,0.104246431818,0.0,287.0,8.71666666667,169.199314796,19339258.2724,478116.4716,40.63780671,4.3038464885400005,11.766414126099999,41462.0,40634.0,19848255.0,18203.0,19398.0,363194.718085,103164.0,11109050.0,108.2,108.8,106.23,107.6,-,"1,224,980,000"
1322,2013-06-24,101.96936,11328250.0,1155134402.42,4587198.296,8597.0,0.132941447552,0.0,242.0,10.0833333333,137.474443272,19339258.2724,368313.32832,37.82404209,2.30343274581,8.99136606987,48326.0,40963.0,19889218.0,21748.0,21756.0,519400.881322,156809.0,15989758.0,107.9,108.33,100.98,102.74,-,"1,222,030,000"
1323,2013-06-25,103.86665,11331950.0,1177011684.47,10765750.287,8617.0,0.139011668919,0.0,201.0,7.916666666669999,142.28124198700002,19339258.2724,388045.8044,36.22112769,2.57073193821,8.5120164166,50770.0,45588.0,19934806.0,24782.0,24165.0,729778.8643560002,145328.0,15094760.0,102.09,106.47,101.01,103.95,-,"1,156,610,000"
1324,2013-06-26,104.40565,11336675.0,1183612922.21,1952325.0957,8637.0,0.108752624339,0.0,222.0,7.25,181.696991457,19339258.2724,497284.11095,38.21914872,3.02172294589,10.9110959924,54518.0,45576.0,19980382.0,26087.0,24111.0,647186.4106449999,157625.0,16456972.0,103.33,105.49,102.79,104.0,-,"1,171,050,000"
1325,2013-06-27,102.79001,11340825.0,1165723515.16,2158332.4707,8658.0,0.13153675301200002,0.0,275.0,8.61666666667,159.585717364,19339258.2724,429970.61183,33.13590698,3.0067138967400004,9.18799520974,51936.0,46797.0,20027179.0,24892.0,23576.0,595242.990964,139122.0,14300350.0,104.0,104.0,101.1,101.44,-,"1,179,110,000"
1326,2013-06-28,96.63498,11345025.0,1096326263.97,6882181.4474,8680.0,0.133115309524,0.0,202.0,7.61666666667,161.50843685,19339258.2724,410408.76006,47.29444705,2.49525390987,8.492855725110001,53524.0,48324.0,20075503.0,26147.0,23921.0,582637.004606,170203.0,16447575.0,101.74,101.74,92.33,94.65,-,"1,153,880,000"
1327,2013-06-29,95.85301,11349050.0,1087840603.14,3143678.5308,8698.0,0.116254937888,0.0,203.0,8.61666666667,170.754179026,21335329.114,388204.6905,25.79585074,2.99428702499,9.96086240474,55499.0,38973.0,20114476.0,23586.0,21823.0,599896.387348,135258.0,12964846.0,94.66,99.99,93.0,94.99,-,"1,074,010,000"
1328,2013-06-30,96.5,11353150.0,1095578975.0,1273106.6658,8713.0,0.0930506707317,0.0,205.0,8.933333333330001,173.935933914,21335329.114,397483.5,19.88041027,3.95671876051,12.0471449354,41271.0,32994.0,20147470.0,19434.0,18849.0,421917.862971,104101.0,10045786.0,95.0,98.12,94.22,96.61,-,"1,078,260,000"
1329,2013-07-01,90.998,11356975.0,1033462011.05,7629744.5774,8728.0,0.103226986928,0.0,196.0,7.8,162.269499323,21335329.114,350888.28799999994,31.95531521,1.8054786061,10.3041813643,49206.0,34053.0,20181523.0,24137.0,20816.0,702652.262859,213572.0,19434641.0,97.51,97.66,86.3,88.05,-,"1,107,130,000"
1330,2013-07-02,89.55,11360900.0,1017368595.0,4045224.2845,8747.0,0.123954808917,0.0,154.0,8.65,166.511839174,21335329.114,354797.1,37.0769864,1.5252233068,8.200746579139999,56769.0,43264.0,20224787.0,29925.0,24803.0,858590.71967,259765.0,23261977.0,88.05,92.3,87.51,90.13,-,"1,000,070,000"
1331,2013-07-03,82.8,11365275.0,941044770.0,8559138.675,8762.0,0.0904954742857,0.0,198.0,7.56666666667,185.60236850599998,21335329.114,364651.2,29.49682754,1.66046849706,10.315159401399999,53642.0,35351.0,20260138.0,25803.0,21148.0,744097.3616180002,265226.0,21960742.0,90.41,90.98,76.98,77.53,-,"1,027,160,000"
1332,2013-07-04,79.8,11369525.0,907288095.0,7688366.207,8777.0,0.0917274882353,0.0,207.0,7.18333333333,180.299443692,21335329.114,340825.8,21.101607,1.3107349539700002,9.86185763889,53347.0,34560.0,20294698.0,26097.0,23585.0,887100.5763969999,325848.0,26002648.0,78.89,83.11,72.0,80.53,-,"896,693,000"
1333,2013-07-05,67.85844,11373950.0,771818503.638,9963812.3974,8793.0,0.0930913728814,0.0,230.0,7.35,187.723538432,21335329.114,302512.92552,33.41026781,1.3051742029,8.335756124660001,47699.0,36291.0,20330989.0,22418.0,21522.0,964524.838527,341564.0,23177973.0,79.99,80.0,65.53,68.43,-,"909,526,000"
1334,2013-07-06,69.34602,11378650.0,789064090.473,4524115.951,8809.0,0.088889106383,0.0,213.0,6.833333333330001,199.38997302400003,21335329.114,328076.02062,31.75035904,1.88395161428,8.87195491008,46957.0,36979.0,20367968.0,22481.0,21538.0,845854.810616,251121.0,17414249.0,68.5,75.0,66.82,70.28,-,"779,255,000"
1335,2013-07-07,70.942,11383325.0,807555842.15,3859606.632,8823.0,0.0755923475936,0.0,303.0,6.733333333330001,198.32938806099997,21335329.114,332859.864,17.31315056,2.7789157541500003,11.5316079681,37506.0,28865.0,20396833.0,17764.0,17713.0,670229.727541,168843.0,11978048.0,68.75,74.56,66.62,74.56,-,"782,352,000"
1336,2013-07-08,77.64,11387975.0,884162379.0,6565534.36,8840.0,0.0922767473118,0.0,266.0,6.983333333330001,197.268803098,21335329.114,363432.84,31.43815723,2.46962547769,9.84592652796,47647.0,36912.0,20433745.0,23029.0,20277.0,684014.095254,189543.0,14716112.0,76.5,80.0,72.6,76.52,-,"870,912,000"
1337,2013-07-09,76.32791,11393000.0,869603878.63,4057731.7599,8859.0,0.0961539651741,0.0,209.0,5.93333333333,213.17757754099998,21335329.114,386219.2246,35.161138,1.59159990973,9.24478120976,54846.0,41777.0,20475522.0,26041.0,21467.0,1087300.05304,317919.0,24266100.0,76.0,78.3,72.52,76.69,-,"865,585,000"
1338,2013-07-10,78.58899,11397275.0,895700331.002,7786461.2814,8877.0,0.105460116959,0.0,214.0,7.6,181.360028655,21335329.114,338011.24599,26.25884419,1.32530599696,8.592049974330001,55835.0,39340.0,20514862.0,26244.0,21899.0,1218489.97585,324529.0,25504393.0,76.72,87.0,76.2,86.76,-,"874,138,000"
1339,2013-07-11,87.15,11402075.0,993690836.25,5140027.9938,8896.0,0.0991525885417,0.0,236.0,7.06666666667,249.708212058,26162875.6826,421195.95,33.81696437,2.36910374923,10.2630592105,56988.0,41040.0,20555902.0,29490.0,22803.0,956221.102451,204001.0,17778704.0,88.0,90.28,85.08,88.98,-,"1,003,090,000"
1340,2013-07-12,97.8,11406200.0,1115526360.0,14015999.9247,8919.0,0.14519235151499998,0.0,234.0,8.583333333330001,214.592994737,26162875.6826,406554.6,32.05021445,1.26228766823,8.12378059746,69663.0,50045.0,20605947.0,33625.0,24701.0,1134412.88772,329323.0,32207761.0,88.98,104.0,88.17,93.59,-,"1,014,640,000"
1341,2013-07-13,95.995,11409975.0,1095300550.12,4232479.392,8938.0,0.129102033113,0.0,239.0,9.58333333333,196.385104275,26162875.6826,364781.0,25.13594621,1.32416989269,9.04871877558,57072.0,40313.0,20646260.0,25977.0,20754.0,881201.15867,286972.0,27547900.0,93.99,98.25,88.06,98.13,-,"1,072,140,000"
